instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,year,workingday_str,time_category
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,Winter,Light Snow/Rain,2011,Working Day,Evening (15-20)
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,Winter,Misty/Cloudy,2011,Working Day,Evening (15-20)
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,Winter,Light Snow/Rain,2011,Working Day,Night (20-05)
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,Winter,Misty/Cloudy,2011,Working Day,Night (20-05)
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6582,2011-10-06,4,0,10,19,0,4,1,1,0.52,0.5,0.59,0.1045,38,305,343,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6583,2011-10-06,4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6584,2011-10-06,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6585,2011-10-06,4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6586,2011-10-06,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6587,2011-10-07,4,0,10,0,0,5,1,1,0.44,0.4394,0.88,0.0,19,48,67,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6588,2011-10-07,4,0,10,1,0,5,1,1,0.44,0.4394,0.88,0.0,3,25,28,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6589,2011-10-07,4,0,10,2,0,5,1,1,0.42,0.4242,0.88,0.0,0,5,5,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6590,2011-10-07,4,0,10,3,0,5,1,1,0.4,0.4091,0.87,0.0,1,9,10,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6592,2011-10-07,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6593,2011-10-07,4,0,10,6,0,5,1,1,0.42,0.4242,0.88,0.0,3,84,87,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6594,2011-10-07,4,0,10,7,0,5,1,1,0.42,0.4242,0.94,0.0,5,237,242,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6595,2011-10-07,4,0,10,8,0,5,1,1,0.46,0.4545,0.82,0.0,31,386,417,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6596,2011-10-07,4,0,10,9,0,5,1,1,0.48,0.4697,0.77,0.0,34,207,241,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6597,2011-10-07,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174,Winter,Clear/Partly Cloudy,2011,Working Day,Morning (05-11)
6598,2011-10-07,4,0,10,11,0,5,1,1,0.56,0.5303,0.63,0.0,80,150,230,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6599,2011-10-07,4,0,10,12,0,5,1,1,0.6,0.6212,0.53,0.0,61,174,235,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6600,2011-10-07,4,0,10,13,0,5,1,1,0.6,0.6212,0.46,0.0,95,210,305,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6601,2011-10-07,4,0,10,14,0,5,1,1,0.62,0.6212,0.5,0.0,77,179,256,Winter,Clear/Partly Cloudy,2011,Working Day,Afternoon (11-15)
6602,2011-10-07,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0.0,68,202,270,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6603,2011-10-07,4,0,10,16,0,5,1,1,0.64,0.6212,0.44,0.0,73,346,419,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6605,2011-10-07,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6606,2011-10-07,4,0,10,19,0,5,1,1,0.56,0.5303,0.52,0.0,51,243,294,Winter,Clear/Partly Cloudy,2011,Working Day,Evening (15-20)
6607,2011-10-07,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,22,144,166,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6610,2011-10-07,4,0,10,23,0,5,1,1,0.5,0.4848,0.63,0.0,23,113,136,Winter,Clear/Partly Cloudy,2011,Working Day,Night (20-05)
6611,2011-10-08,4,0,10,0,0,6,0,1,0.48,0.4697,0.72,0.0,17,72,89,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6612,2011-10-08,4,0,10,1,0,6,0,1,0.46,0.4545,0.82,0.0,14,51,65,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6613,2011-10-08,4,0,10,2,0,6,0,1,0.46,0.4545,0.82,0.0,4,41,45,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6614,2011-10-08,4,0,10,3,0,6,0,1,0.44,0.4394,0.88,0.0,4,16,20,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6615,2011-10-08,4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,3,7,10,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6616,2011-10-08,4,0,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,1,7,8,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6617,2011-10-08,4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0.0,6,16,22,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6618,2011-10-08,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6619,2011-10-08,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0.0,14,89,103,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,54,163,217,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6621,2011-10-08,4,0,10,10,0,6,0,1,0.52,0.5,0.77,0.0,120,217,337,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6622,2011-10-08,4,0,10,11,0,6,0,1,0.58,0.5455,0.56,0.0,176,221,397,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6623,2011-10-08,4,0,10,12,0,6,0,1,0.62,0.6212,0.35,0.0,191,255,446,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6624,2011-10-08,4,0,10,13,0,6,0,1,0.62,0.6212,0.46,0.1045,256,229,485,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6626,2011-10-08,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0.0,262,234,496,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6627,2011-10-08,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6628,2011-10-08,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219,393,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6629,2011-10-08,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224,359,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6630,2011-10-08,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172,248,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6631,2011-10-08,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124,202,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6632,2011-10-08,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0.0,54,133,187,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6633,2011-10-08,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0.0,45,104,149,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6634,2011-10-08,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0.0,52,90,142,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6635,2011-10-09,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6636,2011-10-09,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0.0,15,63,78,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6637,2011-10-09,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0.0,20,35,55,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6638,2011-10-09,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0.0,10,20,30,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6639,2011-10-09,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0.0,7,7,14,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6640,2011-10-09,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0.0,1,14,15,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6641,2011-10-09,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0.0,7,14,21,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,18,26,44,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6643,2011-10-09,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0.0,25,82,107,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6645,2011-10-09,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6646,2011-10-09,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6647,2011-10-09,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6648,2011-10-09,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6649,2011-10-09,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Afternoon (11-15)
6650,2011-10-09,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6651,2011-10-09,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6652,2011-10-09,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6653,2011-10-09,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6654,2011-10-09,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Evening (15-20)
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6656,2011-10-09,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6657,2011-10-09,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0.0,48,104,152,Winter,Misty/Cloudy,2011,Holiday/Weekend,Night (20-05)
6658,2011-10-09,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6659,2011-10-10,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0.0,11,42,53,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0.0,4,30,34,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6661,2011-10-10,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0,4,15,19,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6662,2011-10-10,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0.0,2,9,11,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6663,2011-10-10,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0.0,2,4,6,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Night (20-05)
6664,2011-10-10,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0.0,2,19,21,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6665,2011-10-10,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0.0,5,39,44,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6666,2011-10-10,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0.0,12,102,114,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6667,2011-10-10,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0.0,27,227,254,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
6668,2011-10-10,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0.0,58,161,219,Winter,Clear/Partly Cloudy,2011,Holiday/Weekend,Morning (05-11)
